run_config,sys_name,sys_processor,sys_phy_cores_count,sys_tot_cores_count,sys_cpufreq_mhz,sys_phy_mem_bytes,sys_swap_mem_bytes,exe_L,exe_Du,exe_Dv,exe_F,exe_k,exe_dt,exe_plotgap,exe_steps,exe_noise,exe_output,exe_checkpoint,exe_checkpoint_freq,exe_checkpoint_output,exe_adios_config,exe_adios_span,exe_adios_memory_selection,exe_mesh_type,run_nprocs,run_settings,run_array_dimention,run_diffusion_coeff_U,run_diffusion_coeff_V,run_feed_rate_U,run_kill_rate_V,run_Timestep,run_simulation_steps,run_indused_noise,total_exe_time_ms,total_wt_tau_time_ms,max_bytes_read_mb,max_bytes_written_mb,max_read_bw_mbps,max_write_bw_mbps
run-0.iteration-21,Linux,x86_64,3,3,2304.0,6246445056,2147479552,64,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,64,0.2,0.1,0.01,0.048,2,1000,1e-07,111.08588004112244,1324502,129200.0,4433.0,7506.0,290.6
run-8.iteration-18,Linux,x86_64,3,3,2304.0,6246445056,2147479552,72,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,72,0.2,0.1,0.01,0.048,2,1000,1e-07,148.11440658569336,1768793,129200.0,4433.0,7506.0,272.4
run-5.iteration-5,Linux,x86_64,3,3,2304.0,6246445056,2147479552,69,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,69,0.2,0.1,0.01,0.048,2,1000,1e-07,82.1183729171753,976439,129200.0,4433.0,8083.0,277.1
run-0.iteration-15,Linux,x86_64,3,3,2304.0,6246445056,2147479552,64,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,64,0.2,0.1,0.01,0.048,2,1000,1e-07,150.62901973724365,1796046,129200.0,4433.0,5254.0,184.7
run-7.iteration-17,Linux,x86_64,3,3,2304.0,6246445056,2147479552,71,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,71,0.2,0.1,0.01,0.048,2,1000,1e-07,157.12990593910217,1875652,129200.0,4433.0,7005.0,277.1
run-8.iteration-22,Linux,x86_64,3,3,2304.0,6246445056,2147479552,72,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,72,0.2,0.1,0.01,0.048,2,1000,1e-07,142.5746726989746,1702377,129200.0,4433.0,7506.0,290.6
run-8.iteration-15,Linux,x86_64,3,3,2304.0,6246445056,2147479552,72,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,72,0.2,0.1,0.01,0.048,2,1000,1e-07,154.2014307975769,1841208,129200.0,4433.0,7005.0,256.4
run-8.iteration-0,Linux,x86_64,3,3,2304.0,6246445056,2147479552,72,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,72,0.2,0.1,0.01,0.048,2,1000,1e-07,131.5283019542694,1567601,129200.0,4433.0,6181.0,229.4
run-5.iteration-24,Linux,x86_64,3,3,2304.0,6246445056,2147479552,69,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,69,0.2,0.1,0.01,0.048,2,1000,1e-07,144.91834902763367,1729433,129200.0,4433.0,7005.0,277.1
run-1.iteration-0,Linux,x86_64,3,3,2304.0,6246445056,2147479552,65,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,65,0.2,0.1,0.01,0.048,2,1000,1e-07,113.35883617401124,1353250,129200.0,4433.0,8757.0,1108.0
run-2.iteration-19,Linux,x86_64,3,3,2304.0,6246445056,2147479552,66,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,66,0.2,0.1,0.01,0.048,2,1000,1e-07,140.16561675071716,1673021,129200.0,4433.0,8083.0,290.6
run-7.iteration-9,Linux,x86_64,3,3,2304.0,6246445056,2147479552,71,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,71,0.2,0.1,0.01,0.048,2,1000,1e-07,90.51561450958252,1073144,129200.0,4433.0,5254.0,403.0
run-1.iteration-16,Linux,x86_64,3,3,2304.0,6246445056,2147479552,65,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,65,0.2,0.1,0.01,0.048,2,1000,1e-07,136.558039188385,1630086,129200.0,4433.0,8083.0,622.7
run-1.iteration-29,Linux,x86_64,3,3,2304.0,6246445056,2147479552,65,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,65,0.2,0.1,0.01,0.048,2,1000,1e-07,89.03877305984497,1059410,129200.0,4433.0,7506.0,277.1
run-4.iteration-15,Linux,x86_64,3,3,2304.0,6246445056,2147479552,68,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,68,0.2,0.1,0.01,0.048,2,1000,1e-07,165.3622007369995,1975899,129200.0,4433.0,7506.0,335.3
run-0.iteration-10,Linux,x86_64,3,3,2304.0,6246445056,2147479552,64,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,64,0.2,0.1,0.01,0.048,2,1000,1e-07,150.6277711391449,1797011,129200.0,4433.0,5838.0,192.7
run-4.iteration-16,Linux,x86_64,3,3,2304.0,6246445056,2147479552,68,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,68,0.2,0.1,0.01,0.048,2,1000,1e-07,150.76188564300537,1800170,129200.0,4433.0,7005.0,295.5
run-1.iteration-12,Linux,x86_64,3,3,2304.0,6246445056,2147479552,65,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,65,0.2,0.1,0.01,0.048,2,1000,1e-07,102.71039724349976,1215295,129200.0,4433.0,4042.0,111.8
run-7.iteration-7,Linux,x86_64,3,3,2304.0,6246445056,2147479552,71,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,71,0.2,0.1,0.01,0.048,2,1000,1e-07,97.49092507362366,1161249,129200.0,4433.0,7506.0,311.4
run-6.iteration-28,Linux,x86_64,3,3,2304.0,6246445056,2147479552,70,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,70,0.2,0.1,0.01,0.048,2,1000,1e-07,126.93592429161072,1514153,129200.0,4433.0,7506.0,311.4
run-8.iteration-3,Linux,x86_64,3,3,2304.0,6246445056,2147479552,72,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,72,0.2,0.1,0.01,0.048,2,1000,1e-07,149.49744939804077,1785354,129200.0,4433.0,7506.0,492.6
run-6.iteration-15,Linux,x86_64,3,3,2304.0,6246445056,2147479552,70,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,70,0.2,0.1,0.01,0.048,2,1000,1e-07,130.5853579044342,1557182,129200.0,4433.0,7506.0,544.9
run-0.iteration-2,Linux,x86_64,3,3,2304.0,6246445056,2147479552,64,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,64,0.2,0.1,0.01,0.048,2,1000,1e-07,143.0073127746582,1706948,129200.0,4433.0,7005.0,295.5
run-6.iteration-29,Linux,x86_64,3,3,2304.0,6246445056,2147479552,70,0.2,0.1,0.01,0.048,2,10,1000,1e-07,gs.bp,False,10,gs_ckpt.bp,adios2.xml,False,False,image,3,settings-files.json,70,0.2,0.1,0.01,0.048,2,1000,1e-07,105.3485279083252,1255533,129200.0,4433.0,6181.0,256.4
